month,year,meme_id,image_path,related,event,meme,history,creator,tags,event_ua,meme_ua,history_ua,tags_ua
february,2023,ukrainian-breakfast,images/ukrainian-breakfast.jpg,taurus;german-tanks;tanks;taurus-2,Ukrainian politicians constantly keep in touch with their European allies,Ukrainian breakfast,"This meme makes fun of the height differences between German chancellor Olaf Scholz, who is rather short, and Kyiv mayor Vitaliy Klitschko or the speaker of Ukrainian parliament Ruslan Stefanchuk who are tall and big.","Daniel Foubert, Mig Greengard",Scholz;Klitschko;Stefanchuk,Українські політики постійно підтримують зв&#39;язок зі своїми європейськими союзниками,Український сніданок,"Цей мем висміює різницю в зрості між канцлером Німеччини Олафом Шольцем, який є досить низьким, і мером Києва Віталієм Кличком або спікером українського парламенту Русланом Стефанчуком, які є високими та великими.",Шольц;Кличко;Стефанчук
february,2023,biden-in-kyiv-4,images/biden-in-kyiv-4.jpg,ghost-of-kyiv;orlando-bloom-vs-putin;2023;kyiv-air-defense;shelling-of-kyiv;cabinet-and-ceramic-rooster-from-borodianka;biden-in-kyiv-3;kyiv-is-angry,,Biden in Kyiv,"A lot of ads featuring Joe Biden in Kyiv appeared after his visit. Biden was photoshopped everywhere: from a bookstore to a supermarket. But Ukrainian Railways (Ukrzaliznytsia) won - instead of all other brands, Biden actually used it to visit Kyiv. The text says: All Ukrainian companies: Haha, we'll photoshop Biden with our brand Ukrzaliznytsia: Pfff…",,Kyiv;biden,,Байден у Києві,"Багато реклами про Джо Байдена в Києві з&#39;явилося після його візиту. Байдена фотошопили всюди: від книжкового магазину до супермаркету. Але виграла «Укрзалізниця» – замість усіх інших брендів Байден фактично використав її для візиту до Києва. У тексті сказано: «Всі українські компанії: Ха-ха, будемо фотошопити Байдена своїм брендом Укрзалізниця»: Пфф…",Київ;Байден
february,2023,aircraft_ramstein,images/aircraft_ramstein.jpg,ghost-of-kyiv;european-charles-michel-and-ukrainian-denys-shmygal;f-16;f-16-3;f-16-2,Another Ramstein conference took place. Aircraft for Ukraine was one of the main topics.,Aircraft Ramstein,"Ukrainian Minister of Defense Oleksiy Reznikov had an unusual accessory - a handkerchief with airplanes on it. He showed it to the journalists, hinting that the talks about providing Ukraine with aircraft might be successful. The text says: When you know where the treasure is",GONI,Reznikov;aircraft;ramstein;airplane;F-16,Відбулася чергова Рамштайнська конференція. Однією з головних тем була авіація для України.,Літак Рамштайн,"У міністра оборони України Олексія Резнікова з&#39;явився незвичайний аксесуар - носова хустка з літачками. Він показав його журналістам, натякнувши, що переговори про надання Україні літаків можуть бути успішними. У тексті сказано: коли знаєш, де скарб",Резніков;літак;рамштайн;літак;Ф-16
february,2023,biden-in-kyiv-3,images/biden-in-kyiv-3.png,biden-in-kyiv-4;biden-in-kyiv-2;macron;2023;biden-in-kyiv;zelenskyi,,Biden in Kyiv,"Based on Tolkien's plot, Biden is compared to wise wizard Handalf who is helping hobbit Frodo (Zelenskiy) to save the world",Middle-earth of Eastern Europe \ Twitter,Zelenskyi;biden;Tolkien,,Байден у Києві,"За сюжетом Толкіна Байдена порівнюють із мудрим чарівником Гандальфом, який допомагає гобіту Фродо (Зеленський) врятувати світ",Zelenskyi;Байден;Толкін
february,2023,biden-in-kyiv-2,images/biden-in-kyiv-2.jpg,king-of-kyiv;orlando-bloom;meteor-in-kyiv;attacks-on-kyiv;kyiv-air-defense;2023;kyiv-in-3-days;cabinet-and-ceramic-rooster-from-borodianka,Joe Biden makes an unexpected visit to Kyiv,Biden in Kyiv,"No one expected to see Biden in Kyiv. So when rumors about his visit started spreading, he was photoshopped everywhere - in Kyiv subway, at one of the popular supermarkets, at an ice cream stand...",,Kyiv;biden,Джо Байден несподівано прибув до Києва,Байден у Києві,"Ніхто не очікував побачити Байдена в Києві. Тож коли поширилися чутки про його візит, його фотошопили скрізь – у київському метро, в одному з популярних супермаркетів, біля кіоску з морозивом…",Київ;Байден
february,2023,biden-in-kyiv,images/biden-in-kyiv.png,biden-in-kyiv-3;pager;ride-not-ammunition;2023;have-they-surrendered;orlando-bloom-vs-putin;dont-tell;russian-revolution,Joe Biden makes an unexpected visit to Kyiv,Biden in Kyiv,"Putin planned to be the one who visits captured Kyiv. Instead, the President of the US is visiting Ukrainian capital now.",,biden;putin,Джо Байден несподівано прибув до Києва,Байден у Києві,Путін планував відвідати захоплений Київ. Натомість президент США зараз відвідує українську столицю.,Байден;Путін
march,2023,putin-in-mariupol,images/putin-in-mariupol.jpg,putin-hague-2;putin-hague;tucker;biden-in-kyiv;have-they-surrendered;pager;ride-not-ammunition;russian-revolution,Putin visited Russian-occupied Mariupol. He didn't look that great,Putin in Mariupol,,Ukrainian Memes Forces,putin;Mariupol,Путін відвідав окупований Росією Маріуполь. Він виглядав не так чудово,Путін у Маріуполі,,Путін;Маріуполь
march,2023,orlando-bloom-vs-putin,images/orlando-bloom-vs-putin.jpg,dogs;putin-in-mariupol;cabinet-and-ceramic-rooster-from-borodianka;russian-revolution;orlando-bloom;dont-tell;putin-hague-2;king-of-kyiv,"At the same time as Orlando Bloom visited Kyiv, Putin presumably had a visit to Russian-occupied Mariupol",Orlando Bloom vs. Putin,Comparing UNICEF Goodwill Ambassador Orlando Bloom and Russian president Vladimir Putin,Ukrainian Memes Forces,Kyiv;putin;Orlando Bloom;Mariupol,"У той же час, коли Орландо Блум відвідав Київ, Путін, імовірно, відвідав окупований Росією Маріуполь",Орландо Блум проти Путіна,Порівняння посла доброї волі ЮНІСЕФ Орландо Блума та президента Росії Володимира Путіна,Київ;Путін;Орландо Блум;Маріуполь
march,2023,orlando-bloom,images/orlando-bloom.jpg,king-of-kyiv;ghost-of-kyiv;cabinet-and-ceramic-rooster-from-borodianka;kyiv-in-3-days;meteor-in-kyiv;attacks-on-kyiv;kyiv-air-defense;biden-in-kyiv-2,Orlando Bloom visited Kyiv,Orlando Bloom,,,Kyiv;Orlando Bloom;Legolas;Lord of the rings,Орландо Блум відвідав Київ,Орландо Блум,,Київ;Орландо Блум;Леголас;Володар кілець
march,2023,putin-hague-2,images/putin-hague-2.jpg,putin-in-mariupol;putin-hague;dont-tell;biden-in-kyiv;useless;dogs;orlando-bloom-vs-putin;russian-revolution,International Criminal Court in Hague issues arrest warrant for Putin,Putin Hague,International Criminal Court turned out to be much more decisive than the UN,Ukrainian Memes Forces,putin;UN;Hague,Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна,Путін Гаага,Міжнародний кримінальний суд виявився набагато рішучішим за ООН,Путін;І;Гаага
march,2023,putin-hague,images/putin-hague.webp,putin-in-mariupol;tucker;can-putin-outlast-a-watermelon;ride-not-ammunition;dogs;dont-tell;orlando-bloom-vs-putin;have-they-surrendered,International Criminal Court in Hague issues arrest warrant for Putin,Putin Hague,,,putin;Hague,Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна,Путін Гаага,,Путін;Гаага
march,2023,navalny-got-an-oscar,images/navalny-got-an-oscar.jpg,,"Documentary ""Navalny"" got an Oscar",Navalny got an Oscar,"Russian politician Alexey Navalny is known for his racist and xenophobic statements, and in Ukraine in particular for his remarks about Crimea (which he is not sure that Russia needs to give back to Ukraine). That's why his Oscar was met with skepticism in Ukraine.",,Oscar;Navalny,Документальний фільм &quot;Навальний&quot; отримав &quot;Оскар&quot;.,Навальний отримав Оскар,"Російський політик Олексій Навальний відомий своїми расистськими та ксенофобськими висловлюваннями, а в Україні зокрема своїми висловлюваннями щодо Криму (який він не впевнений, що Росії потрібно повертати Україні). Тому його «Оскар» в Україні зустріли скептично.",Оскар;Навальний
april,2023,volunteers-2,images/volunteers-2.jpg,volunteers,"Despite that more than a year passed since the war started, Ukrainians are donating more and more money for the army",Volunteers,"The text says: ""When Ukrainians have spare money: buy smth for themselves  (no) donate money to Ukrainian Armed Forces  (yes)",,volunteers,"Попри те, що від початку війни минуло більше року, українці жертвують на армію все більше грошей",Волонтери,У тексті йдеться: «Коли в українців є вільні гроші: купуйте щось собі (ні) жертвуйте гроші на ЗСУ (так),волонтери
april,2023,easter,images/easter.jpg,easter-2;windows,Easter,Easter,,,Easter,Великдень,Великдень,,Великдень
april,2023,meteor-in-kyiv,images/meteor-in-kyiv.png,orlando-bloom;borodianka-cat;shelling-of-kyiv;kyiv-is-angry;ghost-of-kyiv;cabinet-and-ceramic-rooster-from-borodianka;kyiv-in-3-days;kyiv-air-defense,People in Kyiv witnessed a strange flash of light - turned out it was a meteor,Meteor in Kyiv,"But some suspected, extraterrestrial life might be involved ;)",,Kyiv;ET;meteor,"Кияни стали свідками дивного спалаху світла – виявилося, що це метеор",Метеор в Києві,Але ймовірне позаземне життя може бути замішане ;),Київ;І;метеор
april,2023,explosion-in-sevastopol,images/explosion-in-sevastopol.png,smoking-kills;crimean-bridge;crimea-is-ukraine;hi;return-to-crimea;bavovna,An explosion occurred at oil depot in Sevastopol,Explosion in Sevastopol,,The first meme: Maksym Palenko,crimea;Sevastopol,На нафтобазі в Севастополі стався вибух,Вибух у Севастополі,,крим;Севастополь
april,2023,finland-nato,images/finland-nato.jpg,nato-or-nuclear;nato,Finland joined NATO,Finland NATO,,,Finland;NATO,Фінляндія вступила в НАТО,Фінляндія НАТО,,Фінляндія;НАТО
may,2023,prigozhin_and_budanov,images/prigozhin_and_budanov.jpeg,popcorn;shark;climate;productive-weekend;forrest-gump;smiling;russian-revolution;budanov-is-alive,"Yevgeny Prigozhin with his Wagner mercenaries launched a ""march for justice"" to remove corrupt Russian military commanders",Prigozhin and Budanov,"A meme shows an imaginary dialogue between Prigozhin and Chief of the Defense Intelligence of Ukraine Kyrylo Budanov: Budanov: ""I'll give you a signal when to start"" Prigozhin: ""What signal?"" Budanov: ""You'll know"" Prigozhin: ""How?"" We see Budanov with his latest new haircut and surprised Prigozhin",,Budanov;Prigozhin;Wagner,Євген Пригожин зі своїми найманцями Вагнера розпочав &quot;марш справедливості&quot; для усунення корумпованих російських воєначальників,Пригожін і Буданов,"Мем показує уявний діалог між Пригожиним і начальником ГРУ Кирилом Будановим: Буданов: «Я вам дам знак, коли починати» Пригожин: «Який сигнал?» Буданов: «Ви будете знати» Пригожин: «Як?» Бачимо Буданова з останньою новою зачіскою і здивованого Пригожина",Буданов;Пригожин;Вагнера
may,2023,storm-shadow,images/storm-shadow.png,crimean-bridge-2;crimean-bridge-3;repairing-the-crimean-bridge;crimean-bridge,The UK announced that it's supplying Ukraine with Storm Shadows long-distance missiles,Storm Shadow,"These weapons will allow Ukrainians to hit far-off targets, such as, for example, Crimean bridge (on the picture)",,Crimean bridge;Storm Shadow,"Велика Британія оголосила, що постачає в Україну ракети дальньої дії Storm Shadows",Штормова тінь,"Ця зброя дозволить українцям вражати віддалені цілі, такі як, наприклад, Кримський міст (на фото)",Кримський міст;Штормова тінь
may,2023,200-000,images/200-000.jpg,,"200 000 Russians killed in action since Feb. 24, 2022",200 000,,,200000,200 000 росіян загинули в боях з 24 лютого 2022 року,200 000,,200000
may,2023,vyshyvanka-day,images/vyshyvanka-day.webp,,Ukraine celebrates Vyshyvanka Day,Vyshyvanka Day,"Vyshyvanka is national embroidered Ukrainian clothes. Vyshyvanka Day is celebrated yearly in May. This year it was all about war. In Kyiv it was also about constant Russian night shellings of the city which kept people awake. The text says: ""When you haven't slept at all due to the shelling on Vyshyvanka Day""",GONI memes,vyshyvanka,Ukraine celebrates Vyshyvanka Day,Vyshyvanka Day,"Вишиванка – національний вишитий український одяг. День вишиванки відзначається щорічно у травні. Цього року все було про війну. У Києві також йшлося про постійні російські нічні обстріли міста, які не давали людям спати. У тексті сказано: «Коли ти зовсім не спав через обстріл на День вишиванки»",vyshyvanka
may,2023,kyiv-is-angry,images/kyiv-is-angry.jpg,king-of-kyiv;cabinet-and-ceramic-rooster-from-borodianka;kyiv-in-3-days;borodianka-cat;shelling-of-kyiv;orlando-bloom;biden-in-kyiv-2;kyiv-air-defense,Russia's constant attacks on Kyiv only made Kyiv citizens angrier and more resilient,Kyiv is angry,"A very famous Kyiv monument ""Motherland"" is showing middle fingers to Russian missiles, drones, and army. The text says: ""Kyiv citizens' mood hasn't changed! Almost no changes!""",,Kyiv,Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими,Київ сердиться,"Дуже відомий київський монумент &quot;Батьківщина-мати&quot; показує середні пальці російським ракетам, безпілотникам і армії. У тексті йдеться: &quot;Настрої киян не змінилися! Майже без змін!&quot;",Київ
may,2023,kinzhal,images/kinzhal.jpg,727;budanov-is-alive,Ukraine successfully shot down Russian Kinzhal missile launched at Kyiv,Kinzhal,,,Kinzhal,"Україна успішно збила російську ракету &quot;Кінжал&quot;, запущену по Києву",Кінжал,,Кінжал
may,2023,may-9-parade-in-moscow,images/may-9-parade-in-moscow.jpg,may-9,Russia held a traditional Victory Day parade in Moscow. Just one tank was present.,May 9 parade in Moscow,,,Victory day;May 9;Moscow,У Москві пройшов традиційний парад Перемоги. Був лише один танк.,Парад 9 травня в Москві,,день перемоги;9 травня;Москва
may,2023,attacks-on-kyiv,images/attacks-on-kyiv.jpg,shelling-of-kyiv;meteor-in-kyiv;biden-in-kyiv-2;borodianka-cat;orlando-bloom;king-of-kyiv;orlando-bloom-vs-putin;kyiv-in-3-days,Russia attacked Kyiv with missiles and kamikaze drones 17 times in May,Attacks on Kyiv,"Air defense shot down more than 250 targets. Most of the attacks took place at night, so Kyiv citizens got very little sleep. On the picture, a cat is balancing between ""air raid alerts, missiles, drones"" and ""life, work, sleep""",,Kyiv;air defense,У травні Росія 17 разів атакувала Київ ракетами та безпілотниками-камікадзе,Напади на Київ,"ППО знищила понад 250 цілей. Більшість обстрілів відбувалися вночі, тому кияни спали дуже мало. На знімку кіт балансує між &quot;оповіщення про нальоти, ракети, дрони&quot; і &quot;життя, робота, сон&quot;",Київ;ППО
may,2023,kyiv-air-defense,images/kyiv-air-defense.jpg,air-defense;shahed;cabinet-and-ceramic-rooster-from-borodianka;kyiv-is-angry;attacks-on-kyiv;kyiv-in-3-days;borodianka-cat;meteor-in-kyiv,"In May 2023, the air defense shot down more than 250 missiles and drones over Kyiv",Kyiv air defense,"Though there were damages, it could have been much worse if not for the air defense. Kyiv citizens highly appreciated its work. In the picture, the bigger cat ""Air defense"" is hugging a small kitten signed ""We (Ukrainians)""",,Kyiv;air defense,У травні 2023 року ППО збила над Києвом понад 250 ракет і безпілотників,ППО Києва,"Хоча пошкодження були, але могло бути набагато гірше, якби не ППО. Кияни високо оцінили його роботу. На фото більший кіт &quot;ППО&quot; обіймає маленьке кошеня з підписом &quot;Ми (Українці)&quot;",Київ;ППО
june,2023,russian-revolution,images/russian-revolution.jpg,putin-hague;putin-hague-2;have-they-surrendered;forrest-gump;productive-weekend;ride-not-ammunition;orlando-bloom-vs-putin;putin-in-mariupol,"This ""coup"" showed Russian weakness from both sides: Putin's and Prigozhin's",Russian revolution,,,putin;Prigozhin,"Цей «переворот» показав слабкість Росії з обох боків: і Путіна, і Пригожина",російська революція,,Путін;Пригожин
june,2023,forrest-gump,images/forrest-gump.jpg,prigozhin_and_budanov;popcorn;ride-not-ammunition;russian-revolution;breaking;prigozhin;productive-weekend,"However, Prigozhin apparently came to an agreement with Putin and decided to turn back, despite being very close to Moscow",Forrest Gump,"A plot from Forrest Gump movie is referenced here, as noone understands Prigozhin's motivation",,Prigozhin,"Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви.",Форрест Гамп,"Тут згадується сюжет із фільму Форрест Гамп, оскільки ніхто не розуміє мотивацію Пригожина",Пригожин
june,2023,popcorn,images/popcorn.jpg,russian-revolution;productive-weekend;breaking;prigozhin_and_budanov;forrest-gump;bavovnyatko;bavovna-2;return-to-crimea,,Popcorn,"A lot of jokes about popcorn appear, as events in Russia unfold. Ukrainians joke that these events are as entertaining as a circus performance or any TV show. These meme depicts popcorn and cotton ( ""bavovna""  in Ukrainian, which is also equivalent to ""explosions in Russia"")",Artem Gusev,cotton;bavovna;Prigozhin;popcorn,,Попкорн,"У міру розвитку подій в Росії з&#39;являється багато жартів про попкорн. Українці жартують, що ці заходи такі ж розважальні, як циркова вистава чи будь-яке телешоу. У цьому мемі зображені попкорн і бавовна (українською «бавовна», що також еквівалентно «вибухи в Росії»)",бавовна;Бавовна;Пригожин;попкорн
june,2023,productive-weekend,images/productive-weekend.jpeg,ride-not-ammunition;popcorn;prigozhin_and_budanov;prigozhin;breaking;forrest-gump;russian-revolution,Ukrainians couldn't stop reading about absurd and captivating events in Russia,Productive weekend,"Astronauts on the moon are labeled ""Productive weekend"", while the banana is ""Prigozhin"". ""Prigozhin"" is sending the ""productive weekend"" far off into the space",,Prigozhin,Українці не могли не читати про абсурдні та захоплюючі події в Росії,Продуктивні вихідні,"Астронавти на Місяці мають позначку «Продуктивні вихідні», а банан – «Пригожин». «Пригожин» відправляє «продуктивні вихідні» далеко в космос",Пригожин
june,2023,breaking,images/breaking.jpg,forrest-gump;productive-weekend;russian-revolution;ride-not-ammunition;popcorn;prigozhin_and_budanov;prigozhin,Situation seemed rather drastic for the Russian state,Breaking,,visegrad24 \ Twitter,Prigozhin,Ситуація виглядала досить критичною для Російської держави,ломка,,Пригожин
june,2023,ride-not-ammunition,images/ride-not-ammunition.jpg,can-putin-outlast-a-watermelon;putin-hague-2;prigozhin_and_budanov;orlando-bloom-vs-putin;pager;prigozhin;russian-revolution;tucker,Putin was obviously scared after Progozhin stated his objectives,Ride not ammunition,"This meme is referencing a famous Zelenskiy's phrase ""I need ammunition, not a ride"" when offered urgent evacuation by the US in the beginning of the war. Obviously, Putin doesn't feel as daring.",,putin;Prigozhin,"Путін явно злякався після того, як Прогожин заявив про свої цілі",Їздити не боєприпаси,"Цей мем посилається на відому фразу Зеленського «Мені потрібна амуніція, а не проїзд», коли США запропонували термінову евакуацію на початку війни. Очевидно, що Путін не почувається таким сміливим.",Путін;Пригожин
june,2023,useless,images/useless.webp,698;putin-hague-2;kakhovka-hpp;un,Kyiv blogger Yosyp Husak attached a poster to UN cars as an act of protest against UN's lack of response to the Russian destruction of the Kakhovka HPP,Useless,,Yosyp Husak,Kakhovka;UN,Київський блогер Йосип Гусак прикріпив плакат до автомобілів ООН на знак протесту проти безреагування ООН на руйнування Росією Каховської ГЕС,Марно,,Каховка;І
june,2023,june,images/june.jpg,,,June,,,,,червень,,
june,2023,second-army,images/second-army.jpg,,U.S. Secretary of State Antony Blinken joked that Russian army is the second strongest army. In Ukraine,Second army,,,Blinken,"Держсекретар США Ентоні Блінкен пожартував, що російська армія є другою за силою армією. В Україні",Друга армія,,Блимання
june,2023,kakhovka-hpp,images/kakhovka-hpp.jpg,putin-hague-2;un;useless;698,"When Russian Forces blew up the Kakhovka HPP, the UN didn't react for a long time. However, they posted a tweet to congratulate everyone with Russian language day",Kakhovka HPP,The second meme in the gallery says:  UN Kakhovka dam Russian language day,Ukrainian Memes Forces,Kakhovka;UN,"Коли російські війська підірвали Каховську ГЕС, ООН довго не реагувала. Однак вони опублікували твіт, щоб привітати всіх з Днем російської мови",Kakhovka HPP,Другий мем в галереї говорить: ООН Каховська дамба День російської мови,Каховка;І
june,2023,shark,images/shark.jpg,climate;smiling;budanov-is-alive;prigozhin_and_budanov,"A shark ate a Russian man in Hurghada, Egypt",Shark,"Here, Chief of the Defence Intelligence of Ukraine Kyrylo Budanov is shaking hands with a shark. They are both known for their negative attitude towards Russian enemies.",,Budanov;shark,У єгипетській Хургаді акула з&#39;їла росіянина,акула,Тут начальник Головного управління розвідки Міноборони України Кирило Буданов тисне руку акулі. Обидва відомі своїм негативним ставленням до російських ворогів.,Буданов;акула
july,2023,crimean-bridge-2,images/crimean-bridge-2.jpg,crimean-bridge-3;storm-shadow;repairing-the-crimean-bridge;crimean-bridge,Another attack on Crimean bridge,Crimean bridge,,Ukraine / Twitter,Crimean bridge,Черговий напад на Кримський міст,Кримський міст,,Кримський міст
july,2023,proton,images/proton.png,znpp;nato-or-nuclear;fundraising-for-nuclear;nafo-2;dirty-bomb,,Proton,"Patron the Dog has been transformed into Proton the Dog following the news about possible Russian threat to Zaporizhzhia NPP. The text says: ""Dog Proton""",,nuclear;ZNPP;Zaporizhzhia;nuclear power plant;patron,,Протон,Після новин про можливу загрозу Запорізькій АЕС з боку Росії Пес перетворився на Протона. Текст говорить: &quot;Собака Протон&quot;,ядерний;ЗАЕС;Zaporizhzhia;атомна електростанція;меценат
july,2023,znpp,images/znpp.jpg,proton,Russia prepares large-scale provocation at Zaporizhzhia NPP,ZNPP,,@saintjavelin / Twitter,ZNPP;Zaporizhzhia;nuclear power plant,Росія готує масштабну провокацію на Запорізькій АЕС,ЗАЕС,,ЗАЕС;Zaporizhzhia;атомна електростанція
august,,prigozhin,images/prigozhin.jpg,popcorn;ride-not-ammunition;breaking;forrest-gump;prigozhin_and_budanov;russian-revolution;productive-weekend,Yevgeny Prigozhin died in plane crash,Prigozhin,"Arya Stark is dutifully crossing out people from her death list. Surovikin and Prigozhin are out. Shoigu, Gerasimov, and Putin are left.",,Prigozhin,Євген Пригожин загинув в авіакатастрофі,Пригожин,"Арья Старк сумлінно викреслює людей зі свого списку смерті. Вибули Суровікін і Пригожин. Залишилися Шойгу, Герасимов і Путін.",Пригожин
august,,bridge-or-boat,images/bridge-or-boat.jpg,yoda-insignia;capture-ukraine-in-2-weeks,Ukraine launches several successful attacks on Russian fleet and key bridges,Bridge or boat,,,Ukrainian army,Україна здійснила кілька успішних атак на російський флот і ключові мости,Міст або човен,,українська армія
august,,250-000,images/250-000.jpg,700000;russian-mobilization;500000;how-it-started,"250,000 Russians killed in action",250 000,,,dead russian;KIA,У бою загинуло 250 тисяч росіян,250 000,,мертвий росіянин;KIA
august,,repairing-the-crimean-bridge,images/repairing-the-crimean-bridge.jpg,storm-shadow;crimean-bridge-3;crimean-bridge-2;crimean-bridge,Air raid alerts become usual for the Crimean bridge as Ukrainian attacks intensify,Repairing the Crimean bridge,,,Crimean bridge,"Повітряні тривоги стали звичними для Кримського мосту, оскільки українські атаки посилюються",Ремонт Кримського мосту,,Кримський міст
august,,crimean-bridge-3,images/crimean-bridge-3.jpg,storm-shadow;crimean-bridge;crimean-bridge-2;repairing-the-crimean-bridge,Crimean bridge gets attacked by sea drones again... and again,Crimean bridge,,,Crimean bridge,Кримський міст знову атакують морські безпілотники... і знову,Кримський міст,,Кримський міст
september,2023,black-sea-fleet,images/black-sea-fleet.jpg,,Black Sea Fleet headquarters in Sevastopol attacked by Ukraine,Black sea fleet,,uamemesforces,Black sea,З боку України атакували штаб Чорноморського флоту в Севастополі,Чорноморський флот,,Чорне море
september,2023,submarine,images/submarine.jpg,,Ukraine sank Russian submarine in Crimean port,Submarine,,uamemesforces,submarine;black sea,Україна потопила російський підводний човен у порту Криму,Підводний човен,,підводний човен;чорне море
september,2023,military-bases,images/military-bases.jpg,,,Military bases,,,,,Військові бази,,
september,2023,taurus-2,images/taurus-2.jpg,german-tanks;taurus;ukrainian-breakfast;tanks,Chancellor Olaf Scholz continues to reject providing Taurus missiles to Ukraine,Taurus,,,Scholz;Taurus,Канцлер Олаф Шольц продовжує відмовлятися від надання Україні ракет Taurus,Телець,,Шольц;Телець
september,2023,school,images/school.jpg,,School year has begun in Ukraine,School,"Say ""thank you"" to your teacher that you can read it. Say ""thank you"" to the veteran that you can read it in Ukrainian",,school,В Україні розпочався навчальний рік,Школа,"Скажіть «спасибі» своєму вчителю, що ви можете це прочитати. Скажіть ветерану «спасибі», що ви можете прочитати його українською",школа
october,2023,atacms,images/atacms.jpg,,,ATACMS,"These days everyone in Ukraine is talking only about long-distance missiles ATACMS, forgetting about other useful weapons from our allies",,ATACMS,,ATACMS,"Сьогодні в Україні всі говорять лише про ракети дальньої дії ATACMS, забуваючи про іншу корисну зброю наших союзників",ATACMS
october,2023,internal-alert,images/internal-alert.jpg,,Kyiv went through more than 10 days without air raid alert,Internal alert,air raid alert: wasn't on for more than 10 days internal alert:,,air raid alert,Понад 10 днів Київ прожив без авіаційної тривоги,Внутрішнє сповіщення,тривога про повітряний наліт: не було ввімкнено більше 10 днів внутрішня тривога:,повітряна тривога
october,2023,698,images/698.jpg,kakhovka-hpp;useless;pager;putin-hague-2;un,HAMAS terrorists attacked Israel on October 7,,"Lack of UN's response is quite similar to the one connected with Russia's attack. The meme depicts flames with text ""The world now"". And the UN which is saying: ""Let's all live in peace!""",,UN;Israel,Терористи ХАМАС атакували Ізраїль 7 жовтня,,"Відсутність реакції ООН дуже схожа на ту, що пов&#39;язана з нападом Росії. Мем зображує полум&#39;я з текстом &quot;The world now&quot;. І ООН, яка каже: &quot;Давайте всі жити в мирі!&quot;",І;Ізраїль
october,2023,horcruxes,images/horcruxes.jpg,,,Horcruxes,-Ukraine has created an invisible cloak for military -You have two horcruxes left!,GONI,Harry potter,,Горокракси,-В Україні створили плащ-невидимку для військових -У вас залишилося два горокракси!,Гаррі Поттер
october,2023,roman-empire,images/roman-empire.jpg,,Ukrainian attacks on Russia intensify,Roman empire,,uamemesforces,,Українські атаки на Росію посилюються,Римська імперія,,
october,2023,musk,images/musk.jpg,,"Elon Musk posted a meme with Volodymyr Zelenskyy. ""When it's been 5 min and you haven't asked for a billion dollars in aid""",Musk,This is Ukrainian response,,Musk,"Ілон Маск опублікував мем із Володимиром Зеленським. «Коли минуло 5 хвилин, а ти не попросив мільярд доларів допомоги»",Мускус,Це українська відповідь,Мускус
november,2023,george-martin,images/george-martin.jpg,not-losing,,George Martin,"""If you think that counteroffensive is going slowly, ask how George Martin is doing""",@pavvlasenko / X,counteroffensive;George Martin,,Джордж Мартін,"«Якщо ви думаєте, що контрнаступ йде повільно, запитайте, як справи у Джорджа Мартіна»",контрнаступ;Джордж Мартін
november,2023,king-of-kyiv,images/king-of-kyiv.jpg,biden-in-kyiv-4;cabinet-and-ceramic-rooster-from-borodianka;attacks-on-kyiv;727;meteor-in-kyiv;orlando-bloom;kyiv-air-defense;ghost-of-kyiv,Patriot systems prove to protect Kyiv really well,King of Kyiv,"The lion is signed ""The king of the jungle"". The Patriot system is signed ""The king of Kyiv""",,Kyiv;Patriot,Системи «Патріот» справді добре захищають Київ,Король Київський,Лев підписаний «Король джунглів». Система Patriot підписана &quot;Король Києва&quot;,Київ;Патріот
november,2023,not-losing,images/not-losing.jpg,george-martin,,Not losing,It all depends on the POV,uamemesforces,counteroffensive,,Не втрачаючи,Все залежить від POV,контрнаступ
november,2023,russian-fleet,images/russian-fleet.jpg,,,Russian fleet,,,Black sea;Russian fleet,,російський флот,,Чорне море;російський флот
december,2023,spotify-wrapped,images/spotify-wrapped.jpg,2019-2024;dont-tell;721;2024,,Spotify Wrapped,,Saint Javelin,2024;spotify,,Spotify загорнуто,,2024 рік;spotify
december,2023,721,images/721.jpg,spotify-wrapped;2024;dont-tell;2019-2024,,Anxiety,My anxiety vs my anxiety in December,,2024,,Тривога,Моє занепокоєння проти мого занепокоєння в грудні,2024 рік
december,2023,2024,images/2024.jpg,dont-tell;spotify-wrapped;721;2019-2024,,2024,"""God save us""",,2024;New year,,2024 рік,«Спаси нас Боже»,2024 рік;Новий рік
december,2023,dogs,images/dogs.jpg,russian-revolution;biden-in-kyiv;pager;can-putin-outlast-a-watermelon;tucker;dont-tell;putin-hague;have-they-surrendered,,Dogs,Hungary's pro-Russian PM Victor Orban is depicted as Putin's dog,,putin;Orban,,Собаки,Проросійський прем&#39;єр-міністр Угорщини Віктор Орбан зображений як собака Путіна,Путін;Орбан
december,2023,2019-2024,images/2019-2024.jpg,721;dont-tell;2024;spotify-wrapped,,2019-2024,,,2024;New Year,,2019-2024 роки,,2024 рік;Новий рік
january,2024,promoted,images/promoted.jpg,found-the-moskva,Russian A-50 was downed by Ukraine,Promoted,,uaforcesmemes,A-50,Російський А-50 збили українці,Підвищений,,А-50
